proper_date,deviceid,device_type,event,is_silent,room_name,siteid,tstamp
2021-06-27T12:00:56Z,49,motion,1,FALSE,Living room,193,1624791656
2021-06-27T12:01:20Z,49,motion,1,FALSE,Living room,193,1624791680
2021-06-27T12:01:27Z,49,motion,1,FALSE,Living room,193,1624791687
2021-06-27T12:01:31Z,49,motion,1,FALSE,Living room,193,1624791691
2021-06-27T12:01:38Z,49,motion,1,FALSE,Living room,193,1624791698
2021-06-27T12:01:43Z,49,motion,1,FALSE,Living room,193,1624791703
2021-06-27T12:06:36Z,49,motion,2,FALSE,Living room,193,1624791996
2021-06-27T12:07:22Z,49,motion,1,FALSE,Living room,193,1624792042
2021-06-27T12:07:27Z,49,motion,1,FALSE,Living room,193,1624792047
2021-06-27T12:07:35Z,49,motion,1,FALSE,Living room,193,1624792055
2021-06-27T12:07:47Z,49,motion,1,FALSE,Living room,193,1624792067
2021-06-27T12:08:50Z,51,motion,1,FALSE,Kitchen,193,1624792130
2021-06-27T12:08:53Z,51,motion,1,FALSE,Kitchen,193,1624792133
2021-06-27T12:10:30Z,51,motion,1,FALSE,Kitchen,193,1624792230
2021-06-27T12:11:32Z,49,motion,1,FALSE,Living room,193,1624792292
2021-06-27T12:11:36Z,49,motion,1,FALSE,Living room,193,1624792296
2021-06-27T12:11:40Z,49,motion,1,FALSE,Living room,193,1624792300
2021-06-27T12:11:53Z,49,motion,1,FALSE,Living room,193,1624792313
2021-06-27T12:12:26Z,49,motion,1,FALSE,Living room,193,1624792346
2021-06-27T12:12:33Z,49,motion,1,FALSE,Living room,193,1624792353
2021-06-27T12:12:54Z,47,motion,1,FALSE,Bathroom,193,1624792374
2021-06-27T12:12:58Z,47,motion,1,FALSE,Bathroom,193,1624792378
2021-06-27T12:13:22Z,47,motion,1,FALSE,Bathroom,193,1624792402
2021-06-27T12:13:28Z,47,motion,1,FALSE,Bathroom,193,1624792408
2021-06-27T12:13:58Z,47,motion,1,FALSE,Bathroom,193,1624792438
2021-06-27T12:14:05Z,47,motion,1,FALSE,Bathroom,193,1624792445
2021-06-27T12:14:11Z,47,motion,1,FALSE,Bathroom,193,1624792451
2021-06-27T12:14:16Z,47,motion,1,FALSE,Bathroom,193,1624792456
2021-06-27T12:14:21Z,47,motion,1,FALSE,Bathroom,193,1624792461
2021-06-27T12:14:28Z,47,motion,1,FALSE,Bathroom,193,1624792468
2021-06-27T12:14:33Z,47,motion,1,FALSE,Bathroom,193,1624792473
2021-06-27T12:14:39Z,47,motion,1,FALSE,Bathroom,193,1624792479
2021-06-27T12:14:45Z,47,motion,1,FALSE,Bathroom,193,1624792485
2021-06-27T12:14:50Z,47,motion,1,FALSE,Bathroom,193,1624792490
2021-06-27T12:14:55Z,47,motion,1,FALSE,Bathroom,193,1624792495
2021-06-27T12:15:16Z,51,motion,2,FALSE,Kitchen,193,1624792516
2021-06-27T12:16:37Z,51,motion,1,FALSE,Kitchen,193,1624792597
2021-06-27T12:17:23Z,48,motion,2,FALSE,Hallway,193,1624792643
2021-06-27T12:17:38Z,49,motion,2,FALSE,Living room,193,1624792658
2021-06-27T12:17:59Z,51,motion,1,FALSE,Kitchen,193,1624792679
2021-06-27T12:20:15Z,51,motion,1,FALSE,Kitchen,193,1624792815
2021-06-27T12:20:58Z,51,motion,1,FALSE,Kitchen,193,1624792858
2021-06-27T12:23:05Z,51,motion,1,FALSE,Kitchen,193,1624792985
2021-06-27T12:23:51Z,51,motion,1,FALSE,Kitchen,193,1624793031
2021-06-27T12:25:02Z,51,motion,1,FALSE,Kitchen,193,1624793102
2021-06-27T12:27:57Z,47,motion,1,FALSE,Bathroom,193,1624793277
2021-06-27T12:28:03Z,47,motion,1,FALSE,Bathroom,193,1624793283
2021-06-27T12:28:07Z,47,motion,1,FALSE,Bathroom,193,1624793287
2021-06-27T12:28:16Z,47,motion,1,FALSE,Bathroom,193,1624793296
2021-06-27T12:28:25Z,47,motion,1,FALSE,Bathroom,193,1624793305
2021-06-27T12:28:31Z,47,motion,1,FALSE,Bathroom,193,1624793311
2021-06-27T12:28:39Z,47,motion,1,FALSE,Bathroom,193,1624793319
2021-06-27T12:28:48Z,47,motion,1,FALSE,Bathroom,193,1624793328
2021-06-27T12:28:59Z,47,motion,1,FALSE,Bathroom,193,1624793339
2021-06-27T12:29:12Z,47,motion,1,FALSE,Bathroom,193,1624793352
2021-06-27T12:29:17Z,47,motion,1,FALSE,Bathroom,193,1624793357
2021-06-27T12:29:24Z,47,motion,1,FALSE,Bathroom,193,1624793364
2021-06-27T12:29:30Z,47,motion,1,FALSE,Bathroom,193,1624793370
2021-06-27T12:29:36Z,47,motion,1,FALSE,Bathroom,193,1624793376
2021-06-27T12:29:41Z,47,motion,1,FALSE,Bathroom,193,1624793381
2021-06-27T12:29:46Z,47,motion,1,FALSE,Bathroom,193,1624793386
2021-06-27T12:29:47Z,51,motion,2,FALSE,Kitchen,193,1624793387
2021-06-27T12:29:54Z,47,motion,1,FALSE,Bathroom,193,1624793394
2021-06-27T12:30:00Z,47,motion,1,FALSE,Bathroom,193,1624793400
2021-06-27T12:30:03Z,47,motion,1,FALSE,Bathroom,193,1624793403
2021-06-27T12:30:12Z,47,motion,1,FALSE,Bathroom,193,1624793412
2021-06-27T12:30:19Z,47,motion,1,FALSE,Bathroom,193,1624793419
2021-06-27T12:30:23Z,47,motion,1,FALSE,Bathroom,193,1624793423
2021-06-27T12:35:23Z,47,motion,2,FALSE,Bathroom,193,1624793723
2021-06-27T12:36:03Z,51,motion,1,FALSE,Kitchen,193,1624793763
2021-06-27T12:37:39Z,51,motion,1,FALSE,Kitchen,193,1624793859
2021-06-27T12:37:54Z,51,motion,1,FALSE,Kitchen,193,1624793874
2021-06-27T12:38:15Z,51,motion,1,FALSE,Kitchen,193,1624793895
2021-06-27T12:38:25Z,51,motion,1,FALSE,Kitchen,193,1624793905
2021-06-27T12:40:19Z,49,motion,1,FALSE,Living room,193,1624794019
2021-06-27T12:41:02Z,49,motion,1,FALSE,Living room,193,1624794062
2021-06-27T12:41:35Z,49,motion,1,FALSE,Living room,193,1624794095
2021-06-27T12:41:45Z,49,motion,1,FALSE,Living room,193,1624794105
2021-06-27T12:41:51Z,49,motion,1,FALSE,Living room,193,1624794111
2021-06-27T12:42:31Z,49,motion,1,FALSE,Living room,193,1624794151
2021-06-27T12:42:38Z,49,motion,1,FALSE,Living room,193,1624794158
2021-06-27T12:42:44Z,49,motion,1,FALSE,Living room,193,1624794164
2021-06-27T12:43:10Z,51,motion,2,FALSE,Kitchen,193,1624794190
2021-06-27T12:44:48Z,49,motion,1,FALSE,Living room,193,1624794288
2021-06-27T12:44:59Z,49,motion,1,FALSE,Living room,193,1624794299
2021-06-27T12:45:13Z,49,motion,1,FALSE,Living room,193,1624794313
2021-06-27T12:45:19Z,49,motion,1,FALSE,Living room,193,1624794319
2021-06-27T12:45:23Z,49,motion,1,FALSE,Living room,193,1624794323
2021-06-27T12:45:44Z,49,motion,1,FALSE,Living room,193,1624794344
2021-06-27T12:46:02Z,51,motion,1,FALSE,Kitchen,193,1624794362
2021-06-27T12:46:14Z,51,motion,1,FALSE,Kitchen,193,1624794374
2021-06-27T12:46:45Z,51,motion,1,FALSE,Kitchen,193,1624794405
2021-06-27T12:46:51Z,51,motion,1,FALSE,Kitchen,193,1624794411
2021-06-27T12:47:00Z,51,motion,1,FALSE,Kitchen,193,1624794420
2021-06-27T12:47:55Z,51,motion,1,FALSE,Kitchen,193,1624794475
2021-06-27T12:48:36Z,51,motion,1,FALSE,Kitchen,193,1624794516
2021-06-27T12:48:45Z,51,motion,1,FALSE,Kitchen,193,1624794525
2021-06-27T12:49:58Z,47,motion,1,FALSE,Bathroom,193,1624794598
2021-06-27T12:50:02Z,47,motion,1,FALSE,Bathroom,193,1624794602
2021-06-27T12:50:10Z,47,motion,1,FALSE,Bathroom,193,1624794610
2021-06-27T12:50:15Z,47,motion,1,FALSE,Bathroom,193,1624794615
2021-06-27T12:50:28Z,51,motion,1,FALSE,Kitchen,193,1624794628
2021-06-27T12:50:36Z,49,motion,2,FALSE,Living room,193,1624794636
2021-06-27T12:50:57Z,47,motion,1,FALSE,Bathroom,193,1624794657
2021-06-27T12:51:02Z,47,motion,1,FALSE,Bathroom,193,1624794662
2021-06-27T12:51:07Z,47,motion,1,FALSE,Bathroom,193,1624794667
2021-06-27T12:51:14Z,47,motion,1,FALSE,Bathroom,193,1624794674
2021-06-27T12:51:19Z,47,motion,1,FALSE,Bathroom,193,1624794679
2021-06-27T12:52:18Z,49,motion,1,FALSE,Living room,193,1624794738
2021-06-27T12:52:29Z,49,motion,1,FALSE,Living room,193,1624794749
2021-06-27T12:52:43Z,49,motion,1,FALSE,Living room,193,1624794763
2021-06-27T12:52:48Z,49,motion,1,FALSE,Living room,193,1624794768
2021-06-27T12:56:20Z,47,motion,2,FALSE,Bathroom,193,1624794980
2021-06-27T12:57:29Z,49,motion,1,FALSE,Living room,193,1624795049
2021-06-27T12:57:35Z,49,motion,1,FALSE,Living room,193,1624795055
2021-06-27T12:58:09Z,51,motion,1,FALSE,Kitchen,193,1624795089
2021-06-27T12:58:38Z,51,motion,1,FALSE,Kitchen,193,1624795118
2021-06-27T12:58:42Z,51,motion,1,FALSE,Kitchen,193,1624795122
2021-06-27T12:58:50Z,51,motion,1,FALSE,Kitchen,193,1624795130
2021-06-27T12:59:22Z,47,motion,1,FALSE,Bathroom,193,1624795162
2021-06-27T12:59:28Z,47,motion,1,FALSE,Bathroom,193,1624795168
2021-06-27T12:59:33Z,47,motion,1,FALSE,Bathroom,193,1624795173
2021-06-27T12:59:39Z,47,motion,1,FALSE,Bathroom,193,1624795179
2021-06-27T13:00:54Z,51,motion,1,FALSE,Kitchen,193,1624795254
2021-06-27T13:01:18Z,51,motion,1,FALSE,Kitchen,193,1624795278
2021-06-27T13:02:51Z,51,motion,1,FALSE,Kitchen,193,1624795371
2021-06-27T13:03:15Z,51,motion,1,FALSE,Kitchen,193,1624795395
2021-06-27T13:03:33Z,51,motion,1,FALSE,Kitchen,193,1624795413
2021-06-27T13:04:37Z,51,motion,1,FALSE,Kitchen,193,1624795477
2021-06-27T13:04:39Z,47,motion,2,FALSE,Bathroom,193,1624795479
2021-06-27T13:06:09Z,51,motion,1,FALSE,Kitchen,193,1624795569
2021-06-27T13:06:16Z,51,motion,1,FALSE,Kitchen,193,1624795576
2021-06-27T13:07:07Z,51,motion,1,FALSE,Kitchen,193,1624795627
2021-06-27T13:09:08Z,51,motion,1,FALSE,Kitchen,193,1624795748
2021-06-27T13:10:22Z,51,motion,1,FALSE,Kitchen,193,1624795822
2021-06-27T13:12:11Z,51,motion,1,FALSE,Kitchen,193,1624795931
2021-06-27T13:17:12Z,51,motion,1,FALSE,Kitchen,193,1624796232
2021-06-27T13:17:52Z,51,motion,1,FALSE,Kitchen,193,1624796272
2021-06-27T13:17:57Z,51,motion,1,FALSE,Kitchen,193,1624796277
2021-06-27T13:18:20Z,51,motion,1,FALSE,Kitchen,193,1624796300
2021-06-27T13:19:22Z,51,motion,1,FALSE,Kitchen,193,1624796362
2021-06-27T13:19:45Z,51,motion,1,FALSE,Kitchen,193,1624796385
2021-06-27T13:19:59Z,51,motion,1,FALSE,Kitchen,193,1624796399
2021-06-27T13:20:17Z,51,motion,1,FALSE,Kitchen,193,1624796417
2021-06-27T13:20:23Z,51,motion,1,FALSE,Kitchen,193,1624796423
2021-06-27T13:21:08Z,51,motion,1,FALSE,Kitchen,193,1624796468
2021-06-27T13:21:13Z,51,motion,1,FALSE,Kitchen,193,1624796473
2021-06-27T13:21:26Z,51,motion,1,FALSE,Kitchen,193,1624796486
2021-06-27T13:22:34Z,51,motion,1,FALSE,Kitchen,193,1624796554
2021-06-27T13:22:59Z,51,motion,1,FALSE,Kitchen,193,1624796579
2021-06-27T13:24:25Z,51,motion,1,FALSE,Kitchen,193,1624796665
2021-06-27T13:24:30Z,51,motion,1,FALSE,Kitchen,193,1624796670
2021-06-27T13:25:20Z,49,motion,1,FALSE,Living room,193,1624796720
2021-06-27T13:25:38Z,49,motion,1,FALSE,Living room,193,1624796738
2021-06-27T13:25:42Z,49,motion,1,FALSE,Living room,193,1624796742
2021-06-27T13:25:48Z,49,motion,1,FALSE,Living room,193,1624796748
2021-06-27T13:25:51Z,49,motion,1,FALSE,Living room,193,1624796751
2021-06-27T13:25:53Z,48,motion,1,FALSE,Hallway,193,1624796753
2021-06-27T13:27:09Z,48,motion,1,FALSE,Hallway,193,1624796829
2021-06-27T13:27:11Z,49,motion,1,FALSE,Living room,193,1624796831
2021-06-27T13:27:16Z,49,motion,1,FALSE,Living room,193,1624796836
2021-06-27T13:28:29Z,49,motion,1,FALSE,Living room,193,1624796909
2021-06-27T13:28:33Z,49,motion,1,FALSE,Living room,193,1624796913
2021-06-27T13:31:56Z,48,motion,2,FALSE,Hallway,193,1624797116
2021-06-27T13:33:26Z,49,motion,2,FALSE,Living room,193,1624797206
2021-06-27T13:34:56Z,49,motion,1,FALSE,Living room,193,1624797296
2021-06-27T13:35:03Z,49,motion,1,FALSE,Living room,193,1624797303
2021-06-27T13:36:23Z,49,motion,1,FALSE,Living room,193,1624797383
2021-06-27T13:36:40Z,49,motion,1,FALSE,Living room,193,1624797400
2021-06-27T13:36:48Z,49,motion,1,FALSE,Living room,193,1624797408
2021-06-27T13:39:41Z,49,motion,1,FALSE,Living room,193,1624797581
2021-06-27T13:40:02Z,49,motion,1,FALSE,Living room,193,1624797602
2021-06-27T13:40:08Z,49,motion,1,FALSE,Living room,193,1624797608
2021-06-27T13:40:13Z,49,motion,1,FALSE,Living room,193,1624797613
2021-06-27T13:40:20Z,49,motion,1,FALSE,Living room,193,1624797620
2021-06-27T13:41:22Z,49,motion,1,FALSE,Living room,193,1624797682
2021-06-27T13:41:29Z,49,motion,1,FALSE,Living room,193,1624797689
2021-06-27T13:42:01Z,49,motion,1,FALSE,Living room,193,1624797721
2021-06-27T13:42:08Z,49,motion,1,FALSE,Living room,193,1624797728
2021-06-27T13:42:15Z,49,motion,1,FALSE,Living room,193,1624797735
2021-06-27T13:42:17Z,48,motion,1,FALSE,Hallway,193,1624797737
2021-06-27T13:42:31Z,47,motion,1,FALSE,Bathroom,193,1624797751
2021-06-27T13:42:37Z,47,motion,1,FALSE,Bathroom,193,1624797757
2021-06-27T13:42:51Z,47,motion,1,FALSE,Bathroom,193,1624797771
2021-06-27T13:42:56Z,47,motion,1,FALSE,Bathroom,193,1624797776
2021-06-27T13:43:48Z,47,motion,1,FALSE,Bathroom,193,1624797828
2021-06-27T13:43:59Z,47,motion,1,FALSE,Bathroom,193,1624797839
2021-06-27T13:44:10Z,51,motion,1,FALSE,Kitchen,193,1624797850
2021-06-27T13:44:36Z,47,motion,1,FALSE,Bathroom,193,1624797876
2021-06-27T13:44:42Z,47,motion,1,FALSE,Bathroom,193,1624797882
2021-06-27T13:44:46Z,47,motion,1,FALSE,Bathroom,193,1624797886
2021-06-27T13:44:51Z,47,motion,1,FALSE,Bathroom,193,1624797891
2021-06-27T13:45:06Z,47,motion,1,FALSE,Bathroom,193,1624797906
2021-06-27T13:45:14Z,47,motion,1,FALSE,Bathroom,193,1624797914
2021-06-27T13:45:28Z,47,motion,1,FALSE,Bathroom,193,1624797928
2021-06-27T13:45:46Z,47,motion,1,FALSE,Bathroom,193,1624797946
2021-06-27T13:46:11Z,47,motion,1,FALSE,Bathroom,193,1624797971
2021-06-27T13:46:24Z,47,motion,1,FALSE,Bathroom,193,1624797984
2021-06-27T13:46:29Z,47,motion,1,FALSE,Bathroom,193,1624797989
2021-06-27T13:46:34Z,47,motion,1,FALSE,Bathroom,193,1624797994
2021-06-27T13:46:50Z,47,motion,1,FALSE,Bathroom,193,1624798010
2021-06-27T13:46:55Z,47,motion,1,FALSE,Bathroom,193,1624798015
2021-06-27T13:47:03Z,48,motion,2,FALSE,Hallway,193,1624798023
2021-06-27T13:47:09Z,51,motion,1,FALSE,Kitchen,193,1624798029
2021-06-27T13:47:36Z,47,motion,1,FALSE,Bathroom,193,1624798056
2021-06-27T13:47:41Z,47,motion,1,FALSE,Bathroom,193,1624798061
2021-06-27T13:47:47Z,47,motion,1,FALSE,Bathroom,193,1624798067
2021-06-27T13:47:58Z,47,motion,1,FALSE,Bathroom,193,1624798078
2021-06-27T13:48:03Z,47,motion,1,FALSE,Bathroom,193,1624798083
2021-06-27T13:48:39Z,51,motion,1,FALSE,Kitchen,193,1624798119
2021-06-27T13:48:45Z,51,motion,1,FALSE,Kitchen,193,1624798125
2021-06-27T13:49:39Z,49,motion,1,FALSE,Living room,193,1624798179
2021-06-27T13:49:51Z,49,motion,1,FALSE,Living room,193,1624798191
2021-06-27T13:50:25Z,49,motion,1,FALSE,Living room,193,1624798225
2021-06-27T13:50:29Z,49,motion,1,FALSE,Living room,193,1624798229
2021-06-27T13:50:55Z,49,motion,1,FALSE,Living room,193,1624798255
2021-06-27T13:51:00Z,49,motion,1,FALSE,Living room,193,1624798260
2021-06-27T13:51:02Z,48,motion,1,FALSE,Hallway,193,1624798262
2021-06-27T13:51:18Z,49,motion,1,FALSE,Living room,193,1624798278
2021-06-27T13:51:26Z,47,motion,1,FALSE,Bathroom,193,1624798286
2021-06-27T13:51:32Z,47,motion,1,FALSE,Bathroom,193,1624798292
2021-06-27T13:51:45Z,47,motion,1,FALSE,Bathroom,193,1624798305
2021-06-27T13:51:52Z,47,motion,1,FALSE,Bathroom,193,1624798312
2021-06-27T13:51:58Z,47,motion,1,FALSE,Bathroom,193,1624798318
2021-06-27T13:52:10Z,49,motion,1,FALSE,Living room,193,1624798330
2021-06-27T13:52:18Z,49,motion,1,FALSE,Living room,193,1624798338
2021-06-27T13:52:25Z,49,motion,1,FALSE,Living room,193,1624798345
2021-06-27T13:53:29Z,51,motion,2,FALSE,Kitchen,193,1624798409
2021-06-27T13:55:49Z,48,motion,2,FALSE,Hallway,193,1624798549
2021-06-27T13:56:35Z,49,motion,1,FALSE,Living room,193,1624798595
2021-06-27T13:56:42Z,49,motion,1,FALSE,Living room,193,1624798602
2021-06-27T13:56:47Z,49,motion,1,FALSE,Living room,193,1624798607
2021-06-27T13:56:51Z,48,motion,1,FALSE,Hallway,193,1624798611
2021-06-27T13:56:52Z,49,motion,1,FALSE,Living room,193,1624798612
2021-06-27T13:56:57Z,47,motion,2,FALSE,Bathroom,193,1624798617
2021-06-27T13:56:59Z,47,motion,1,FALSE,Bathroom,193,1624798619
2021-06-27T13:57:06Z,47,motion,1,FALSE,Bathroom,193,1624798626
2021-06-27T13:57:14Z,47,motion,1,FALSE,Bathroom,193,1624798634
2021-06-27T13:57:20Z,47,motion,1,FALSE,Bathroom,193,1624798640
2021-06-27T13:59:12Z,51,motion,1,FALSE,Kitchen,193,1624798752
2021-06-27T14:00:55Z,51,motion,1,FALSE,Kitchen,193,1624798855
2021-06-27T14:01:04Z,51,motion,1,FALSE,Kitchen,193,1624798864
2021-06-27T14:01:09Z,51,motion,1,FALSE,Kitchen,193,1624798869
2021-06-27T14:01:16Z,51,motion,1,FALSE,Kitchen,193,1624798876
2021-06-27T14:01:29Z,51,motion,1,FALSE,Kitchen,193,1624798889
2021-06-27T14:01:37Z,48,motion,2,FALSE,Hallway,193,1624798897
2021-06-27T14:01:39Z,51,motion,1,FALSE,Kitchen,193,1624798899
2021-06-27T14:02:06Z,51,motion,1,FALSE,Kitchen,193,1624798926
2021-06-27T14:02:10Z,51,motion,1,FALSE,Kitchen,193,1624798930
2021-06-27T14:02:16Z,51,motion,1,FALSE,Kitchen,193,1624798936
2021-06-27T14:02:20Z,47,motion,2,FALSE,Bathroom,193,1624798940
2021-06-27T14:02:42Z,51,motion,1,FALSE,Kitchen,193,1624798962
2021-06-27T14:02:58Z,47,motion,1,FALSE,Bathroom,193,1624798978
2021-06-27T14:03:02Z,47,motion,1,FALSE,Bathroom,193,1624798982
2021-06-27T14:03:08Z,47,motion,1,FALSE,Bathroom,193,1624798988
2021-06-27T14:03:13Z,47,motion,1,FALSE,Bathroom,193,1624798993
2021-06-27T14:03:26Z,51,motion,1,FALSE,Kitchen,193,1624799006
2021-06-27T14:03:53Z,51,motion,1,FALSE,Kitchen,193,1624799033
2021-06-27T14:03:58Z,51,motion,1,FALSE,Kitchen,193,1624799038
2021-06-27T14:04:04Z,51,motion,1,FALSE,Kitchen,193,1624799044
2021-06-27T14:04:18Z,51,motion,1,FALSE,Kitchen,193,1624799058
2021-06-27T14:05:09Z,47,motion,1,FALSE,Bathroom,193,1624799109
2021-06-27T14:05:15Z,47,motion,1,FALSE,Bathroom,193,1624799115
2021-06-27T14:05:20Z,47,motion,1,FALSE,Bathroom,193,1624799120
2021-06-27T14:05:32Z,49,motion,1,FALSE,Living room,193,1624799132
2021-06-27T14:05:37Z,49,motion,1,FALSE,Living room,193,1624799137
2021-06-27T14:05:43Z,49,motion,1,FALSE,Living room,193,1624799143
2021-06-27T14:06:26Z,49,motion,1,FALSE,Living room,193,1624799186
2021-06-27T14:06:40Z,49,motion,1,FALSE,Living room,193,1624799200
2021-06-27T14:06:45Z,49,motion,1,FALSE,Living room,193,1624799205
2021-06-27T14:06:52Z,49,motion,1,FALSE,Living room,193,1624799212
2021-06-27T14:09:02Z,51,motion,2,FALSE,Kitchen,193,1624799342
2021-06-27T14:11:43Z,49,motion,2,FALSE,Living room,193,1624799503
2021-06-27T14:25:08Z,49,motion,1,FALSE,Living room,193,1624800308
2021-06-27T14:25:14Z,49,motion,1,FALSE,Living room,193,1624800314
2021-06-27T14:25:43Z,49,motion,1,FALSE,Living room,193,1624800343
2021-06-27T14:25:47Z,49,motion,1,FALSE,Living room,193,1624800347
2021-06-27T14:25:54Z,49,motion,1,FALSE,Living room,193,1624800354
2021-06-27T14:26:06Z,47,motion,1,FALSE,Bathroom,193,1624800366
2021-06-27T14:26:13Z,47,motion,1,FALSE,Bathroom,193,1624800373
2021-06-27T14:26:24Z,47,motion,1,FALSE,Bathroom,193,1624800384
2021-06-27T14:26:30Z,47,motion,1,FALSE,Bathroom,193,1624800390
2021-06-27T14:26:35Z,47,motion,1,FALSE,Bathroom,193,1624800395
2021-06-27T14:26:40Z,47,motion,1,FALSE,Bathroom,193,1624800400
2021-06-27T14:26:51Z,51,motion,1,FALSE,Kitchen,193,1624800411
2021-06-27T14:27:20Z,51,motion,1,FALSE,Kitchen,193,1624800440
2021-06-27T14:28:01Z,51,motion,1,FALSE,Kitchen,193,1624800481
2021-06-27T14:28:43Z,51,motion,1,FALSE,Kitchen,193,1624800523
2021-06-27T14:28:47Z,51,motion,1,FALSE,Kitchen,193,1624800527
2021-06-27T14:29:05Z,51,motion,1,FALSE,Kitchen,193,1624800545
2021-06-27T14:29:45Z,51,motion,1,FALSE,Kitchen,193,1624800585
2021-06-27T14:31:39Z,47,motion,2,FALSE,Bathroom,193,1624800699
2021-06-27T14:34:28Z,51,motion,2,FALSE,Kitchen,193,1624800868
2021-06-27T14:35:29Z,47,motion,1,FALSE,Bathroom,193,1624800929
2021-06-27T14:35:36Z,47,motion,1,FALSE,Bathroom,193,1624800936
2021-06-27T14:35:42Z,47,motion,1,FALSE,Bathroom,193,1624800942
2021-06-27T14:35:48Z,47,motion,1,FALSE,Bathroom,193,1624800948
2021-06-27T14:36:14Z,47,motion,1,FALSE,Bathroom,193,1624800974
2021-06-27T14:36:22Z,47,motion,1,FALSE,Bathroom,193,1624800982
2021-06-27T14:36:29Z,47,motion,1,FALSE,Bathroom,193,1624800989
2021-06-27T14:36:34Z,47,motion,1,FALSE,Bathroom,193,1624800994
2021-06-27T14:36:44Z,47,motion,1,FALSE,Bathroom,193,1624801004
2021-06-27T14:36:48Z,47,motion,1,FALSE,Bathroom,193,1624801008
2021-06-27T14:36:56Z,47,motion,1,FALSE,Bathroom,193,1624801016
2021-06-27T14:37:01Z,47,motion,1,FALSE,Bathroom,193,1624801021
2021-06-27T14:37:06Z,47,motion,1,FALSE,Bathroom,193,1624801026
2021-06-27T14:37:12Z,47,motion,1,FALSE,Bathroom,193,1624801032
2021-06-27T14:37:17Z,47,motion,1,FALSE,Bathroom,193,1624801037
2021-06-27T14:37:21Z,47,motion,1,FALSE,Bathroom,193,1624801041
2021-06-27T14:37:26Z,47,motion,1,FALSE,Bathroom,193,1624801046
2021-06-27T14:37:31Z,47,motion,1,FALSE,Bathroom,193,1624801051
2021-06-27T14:37:56Z,47,motion,1,FALSE,Bathroom,193,1624801076
2021-06-27T14:38:00Z,47,motion,1,FALSE,Bathroom,193,1624801080
2021-06-27T14:38:05Z,47,motion,1,FALSE,Bathroom,193,1624801085
2021-06-27T14:38:13Z,47,motion,1,FALSE,Bathroom,193,1624801093
2021-06-27T14:38:18Z,47,motion,1,FALSE,Bathroom,193,1624801098
2021-06-27T14:38:24Z,47,motion,1,FALSE,Bathroom,193,1624801104
2021-06-27T14:38:36Z,47,motion,1,FALSE,Bathroom,193,1624801116
2021-06-27T14:38:42Z,47,motion,1,FALSE,Bathroom,193,1624801122
2021-06-27T14:38:47Z,47,motion,1,FALSE,Bathroom,193,1624801127
2021-06-27T14:38:52Z,47,motion,1,FALSE,Bathroom,193,1624801132
2021-06-27T14:38:57Z,47,motion,1,FALSE,Bathroom,193,1624801137
2021-06-27T14:39:01Z,47,motion,1,FALSE,Bathroom,193,1624801141
2021-06-27T14:39:09Z,47,motion,1,FALSE,Bathroom,193,1624801149
2021-06-27T14:39:19Z,47,motion,1,FALSE,Bathroom,193,1624801159
2021-06-27T14:39:40Z,47,motion,1,FALSE,Bathroom,193,1624801180
2021-06-27T14:39:51Z,47,motion,1,FALSE,Bathroom,193,1624801191
2021-06-27T14:40:04Z,47,motion,1,FALSE,Bathroom,193,1624801204
2021-06-27T14:40:13Z,47,motion,1,FALSE,Bathroom,193,1624801213
2021-06-27T14:40:23Z,47,motion,1,FALSE,Bathroom,193,1624801223
2021-06-27T14:40:28Z,47,motion,1,FALSE,Bathroom,193,1624801228
2021-06-27T14:40:33Z,47,motion,1,FALSE,Bathroom,193,1624801233
2021-06-27T14:40:39Z,47,motion,1,FALSE,Bathroom,193,1624801239
2021-06-27T14:40:44Z,47,motion,1,FALSE,Bathroom,193,1624801244
2021-06-27T14:40:51Z,47,motion,1,FALSE,Bathroom,193,1624801251
2021-06-27T14:40:56Z,47,motion,1,FALSE,Bathroom,193,1624801256
2021-06-27T14:41:01Z,47,motion,1,FALSE,Bathroom,193,1624801261
2021-06-27T14:41:07Z,47,motion,1,FALSE,Bathroom,193,1624801267
2021-06-27T14:41:16Z,47,motion,1,FALSE,Bathroom,193,1624801276
2021-06-27T14:41:22Z,47,motion,1,FALSE,Bathroom,193,1624801282
2021-06-27T14:41:30Z,47,motion,1,FALSE,Bathroom,193,1624801290
2021-06-27T14:41:35Z,47,motion,1,FALSE,Bathroom,193,1624801295
2021-06-27T14:41:41Z,47,motion,1,FALSE,Bathroom,193,1624801301
2021-06-27T14:41:46Z,47,motion,1,FALSE,Bathroom,193,1624801306
2021-06-27T14:41:52Z,47,motion,1,FALSE,Bathroom,193,1624801312
2021-06-27T14:41:57Z,47,motion,1,FALSE,Bathroom,193,1624801317
2021-06-27T14:42:13Z,49,motion,1,FALSE,Living room,193,1624801333
2021-06-27T14:42:17Z,49,motion,1,FALSE,Living room,193,1624801337
2021-06-27T14:45:03Z,49,motion,1,FALSE,Living room,193,1624801503
2021-06-27T14:45:10Z,49,motion,1,FALSE,Living room,193,1624801510
2021-06-27T14:45:14Z,49,motion,1,FALSE,Living room,193,1624801514
2021-06-27T14:45:20Z,48,motion,1,FALSE,Hallway,193,1624801520
2021-06-27T14:45:22Z,49,motion,1,FALSE,Living room,193,1624801522
2021-06-27T14:45:57Z,51,motion,1,FALSE,Kitchen,193,1624801557
